No.,REGISTRATION YEAR,REGISTRATION MONTH,MANUFACTURE YEAR,MAKER,CAR NAME,Grade,CHASSIS NO,PREFIX,SHIFT,COLOR,DOOR,WD,OPTIONS,REMARKS,FUEL TYPE,Engine Size,Engine Size Unit,KM,Odometer (Denom.),,PRICE
6242,2012,3,2011,TOYOTA,PRIUS,EX,NHW20-3586709,DAA-NHW20,AT,WHITE,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1490,cc,75000,KM,,
6243,2012,4,2012,TOYOTA,PRIUS,S,ZVW30-5444622,DAA-ZVW30,AT,WHITE,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,137000,KM,,
6244,2012,4,2012,TOYOTA,PRIUS,S TOURING SELECTION,ZVW30-5435358,DAA-ZVW30,AT,PURPLE(D),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,105000,KM,,
6245,2012,4,2012,TOYOTA,PRIUS,S,ZVW30-5447669,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,134000,KM,,
6246,2012,4,2012,TOYOTA,PRIUS,S,ZVW30-5448845,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,145000,KM,,
6247,2012,5,2012,TOYOTA,PRIUS,S TOURING SELECTION G'S,ZVW30-5457427,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,163000,KM,,
6248,2012,6,2012,TOYOTA,PRIUS,S TOURING SELECTION,ZVW30-1571973,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,250000,KM,,
6249,2012,6,2012,TOYOTA,PRIUS,S,ZVW30-1566805,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,111000,KM,,
6250,2012,6,2012,TOYOTA,PRIUS,G,ZVW30-5474260,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1800,cc,174000,KM,,
6251,2012,6,2012,TOYOTA,PRIUS,S,ZVW30-1564457,DAA-ZVW30,AT,GREEN(L),5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1800,cc,120000,KM,,
6252,2012,6,2012,TOYOTA,PRIUS,S TOURING SELECTION,ZVW30-1559744,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB","PUSH START, LED HEAD LIGHT, BACK CMERA",HYBRID(PETROL),1800,cc,184000,KM,,
6253,2012,6,2012,TOYOTA,PRIUS,S,ZVW30-5480467,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,207000,KM,,
6254,2012,7,2012,TOYOTA,PRIUS,G,ZVW30-1581076,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1800,cc,158000,KM,,
6255,2012,7,2012,TOYOTA,PRIUS,,ZVW30-5498633,DAA-ZVW30,AT,WINE,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",,HYBRID(PETROL),1800,cc,125000,KM,,
6256,2012,7,2012,TOYOTA,PRIUS,S,ZVW30-1572647,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,160000,KM,,
6257,2012,7,2012,TOYOTA,PRIUS,S,ZVW30-1574234,DAA-ZVW30,AT,RED,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,143000,KM,,
6258,2012,8,2012,TOYOTA,PRIUS,G,ZVW30-1588975,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,239000,KM,,
6259,2012,8,2012,TOYOTA,PRIUS,G,ZVW30-5511805,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,155000,KM,,
6260,2012,9,2012,TOYOTA,PRIUS,S,ZVW30-1604492,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,141000,KM,,
6261,2012,9,2012,TOYOTA,PRIUS,S,ZVW30-1604896,DAA-ZVW30,AT,GREEN(L),5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,38000,KM,,
6262,2012,9,2012,TOYOTA,PRIUS,S,ZVW30-5522201,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1800,cc,109000,KM,,
6263,2012,9,2012,TOYOTA,PRIUS,,ZVW30-5533463,DAA-ZVW30,AT,WHITE,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",,HYBRID(PETROL),1800,cc,157000,KM,,
6264,2012,9,2012,TOYOTA,PRIUS,,ZVW30-5531674,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,205000,KM,,
6265,2012,10,2012,TOYOTA,PRIUS,S,ZVW30-5548311,DAA-ZVW30,AT,RED,5,2WD,"PS,PW,AC,NV,AW,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,211000,KM,,
6266,2012,11,2012,TOYOTA,PRIUS,S TOURING,ZVW30-5542859,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,177000,KM,,
6267,2012,12,2012,TOYOTA,PRIUS,,ZVW30-1638462,DAA-ZVW30,AT,BLACK,5,2WD,"PS,AC,AW,ABS,AB",,HYBRID(PETROL),1790,cc,232000,KM,,
6268,2012,12,2012,TOYOTA,PRIUS,S,ZVW30-1620563,DAA-ZVW30,AT,RED,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1790,cc,219000,KM,,
6269,2012,12,2012,TOYOTA,PRIUS,,ZVW30-1637527,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,149000,KM,,
6270,2012,12,2012,TOYOTA,PRIUS,S,ZVW30-1622198,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,126000,KM,,
6271,2013,1,2012,TOYOTA,PRIUS,L,ZVW30-1640563,DAA-ZVW30,AT,WHITE,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","BACK CAMERA,PUSH START",HYBRID(PETROL),1790,cc,170000,KM,,
6272,2013,1,2012,TOYOTA,PRIUS,S,ZVW30-5547610,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1790,cc,160000,KM,,
6273,2013,2,2013,TOYOTA,PRIUS,S,ZVW30-5602085,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,176000,KM,,
6274,2013,2,2012,TOYOTA,PRIUS,S,ZVW30-5535187,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,119000,KM,,
6275,2013,3,2013,TOYOTA,PRIUS,S,ZVW30-1665190,DAA-ZVW30,AT,RED,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,122000,KM,,
6276,2013,3,2013,TOYOTA,PRIUS,S,ZVW30-5612347,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,200000,KM,,
6277,2013,3,2013,TOYOTA,PRIUS,S,ZVW30-5614637,DAA-ZVW30,AT,WINE RED,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,178000,KM,,
6278,2013,3,2012,TOYOTA,PRIUS,G TOURING SELECTION,ZVW30-1637368,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,159000,KM,,
6279,2013,5,2013,TOYOTA,PRIUS,S,ZVW30-5646943,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,143000,KM,,
6280,2013,5,2013,TOYOTA,PRIUS,S,ZVW30-5623782,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,80000,KM,,
6281,2013,6,2013,TOYOTA,PRIUS,,ZVW30-5657479,DAA-ZVW30,AT,BLUE,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,109000,KM,,
6282,2013,7,2013,TOYOTA,PRIUS,S,ZVW30-1706570,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1790,cc,195000,KM,,
6283,2013,7,2013,TOYOTA,PRIUS,S TOURING SELECTION G'S,ZVW30-5670755,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,AW,ABS,AB","CRUISE CONTROL,PUSH START",HYBRID(PETROL),1790,cc,131000,KM,,
6284,2013,7,2013,TOYOTA,PRIUS,L,ZVW30-5666190,DAA-ZVW30,AT,WHITE,5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,142000,KM,,
6285,2013,8,2013,TOYOTA,PRIUS,,ZVW30-1714421,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,210000,KM,,
6286,2013,8,2013,TOYOTA,PRIUS,L,ZVW30-5678075,DAA-ZVW30,AT,PURPLE(L),5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1800,cc,168000,KM,,
6287,2013,10,2013,TOYOTA,PRIUS,S,ZVW30-5714185,DAA-ZVW30,AT,RED,5,2WD,"PS,PW,AC,NV,AW,ABS,AB",,HYBRID(PETROL),1790,cc,159000,KM,,
6288,2013,10,2013,TOYOTA,PRIUS,,ZVW30-5706678,DAA-ZVW30,AT,RED,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,146000,KM,,
6289,2013,10,2013,TOYOTA,PRIUS,,ZVW30-5707399,DAA-ZVW30,AT,RED,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,170000,KM,,
6290,2013,11,2013,TOYOTA,PRIUS,L,ZVW30-5712341,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,228000,KM,,
6291,2013,12,2013,TOYOTA,PRIUS,S TOURING SELECTION,ZVW30-1771827,DAA-ZVW30,AT,GREEN(L),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1800,cc,178000,KM,,
6292,2013,12,2013,TOYOTA,PRIUS,S,ZVW30-5722641,DAA-ZVW30,AT,PURPLE(D),5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,115000,KM,,
6293,2013,12,2013,TOYOTA,PRIUS,S,ZVW30-5684267,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","BACK CAMERA,HID HEAD LAMP,PUSH START",HYBRID(PETROL),1790,cc,176000,KM,,
6294,2013,12,2013,TOYOTA,PRIUS,S,ZVW30-5728502,DAA-ZVW30,AT,WHITE,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,133000,KM,,
6295,2013,12,2013,TOYOTA,PRIUS,S,ZVW30-5733595,DAA-ZVW30,AT,PURPLE(D),5,2WD,"PS,PW,AC,AW,AB",,HYBRID(PETROL),1790,cc,189000,KM,,
6296,2013,12,2013,TOYOTA,PRIUS,S,ZVW30-5726708,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","PUSH START, BACK CAMERA",HYBRID(PETROL),1790,cc,172000,KM,,
6297,2013,12,2013,TOYOTA,PRIUS,L,ZVW30-5728547,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,231000,KM,,
6298,2014,1,2013,TOYOTA,PRIUS,S,ZVW30-5727358,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,205000,KM,,
6299,2014,1,2013,TOYOTA,PRIUS,S,ZVW30-5732132,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,203000,KM,,
6300,2014,1,2014,TOYOTA,PRIUS,S,ZVW30-1782471,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,204000,KM,,
6301,2014,1,2014,TOYOTA,PRIUS,ﾏｲｺ-ﾃﾞ,ZVW30-1788420,DAA-ZVW30,AT,PURPLE(D),5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,81000,KM,,
6302,2014,1,2013,TOYOTA,PRIUS,G Touring Selection,ZVW30-5725533,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1790,cc,187000,KM,,
6303,2014,1,2014,TOYOTA,PRIUS,S,ZVW30-1785998,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,164000,KM,,
6304,2014,1,2013,TOYOTA,PRIUS,S,ZVW30-1770981,DAA-ZVW30,AT,GREEN(L),5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1800,cc,135000,KM,,
6305,2014,1,2013,TOYOTA,PRIUS,S,ZVW30-5727984,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,154000,KM,,
6306,2014,1,2013,TOYOTA,PRIUS,S TOURING SELECTION,ZVW30-5721923,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,328000,KM,,
6307,2014,1,2013,TOYOTA,PRIUS,S,ZVW30-5713468,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB","BACK CAMERA,PUSH START",HYBRID(PETROL),1790,cc,210000,KM,,
6308,2014,2,2014,TOYOTA,PRIUS,S,ZVW30-1782842,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,171000,KM,,
6309,2014,2,2013,TOYOTA,PRIUS,S,ZVW30-1710885,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,190000,KM,,
6310,2014,3,2013,TOYOTA,PRIUS,S,ZVW30-1775860,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,149000,KM,,
6311,2014,3,2014,TOYOTA,PRIUS,S,ZVW30-1782297,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1790,cc,216000,KM,,
6312,2014,3,2014,TOYOTA,PRIUS,G,ZVW30-1812807,DAA-ZVW30,AT,GREEN,5,2WD,"PS,PW,AC,NV,AW,ABS,AB",,HYBRID(PETROL),1790,cc,109000,KM,,
6313,2014,3,2014,TOYOTA,PRIUS,S,ZVW30-1813783,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,133000,KM,,
6314,2014,3,2014,TOYOTA,PRIUS,G,ZVW30-1808621,DAA-ZVW30,AT,BLUE(L),5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,281000,KM,,
6315,2014,3,2014,TOYOTA,PRIUS,S,ZVW30-5742022,DAA-ZVW30,AT,PURPLE(D),5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,147000,KM,,
6316,2014,7,2014,TOYOTA,PRIUS,,ZVW30-1856639,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,162000,KM,,
6317,2014,8,2014,TOYOTA,PRIUS,S,ZVW30-1863846,DAA-ZVW30,AT,WHITE,5,2WD,"PS,PW,AC,NV,ABS,AB",,HYBRID(PETROL),1790,cc,179000,KM,,
6318,2014,9,2014,TOYOTA,PRIUS,L,ZVW30-1865893,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,99000,KM,,
6319,2014,12,2014,TOYOTA,PRIUS,L,ZVW30-0421671,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,234000,KM,,
6320,2015,1,2014,TOYOTA,PRIUS,L,ZVW30-5758240,DAA-ZVW30,AT,PURPLE(L),5,2WD,"PS,PW,AC,NV,AW,ABS,AB",,HYBRID(PETROL),1790,cc,202000,KM,,
6321,2015,2,2014,TOYOTA,PRIUS,S,ZVW30-1898418,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,191000,KM,,
6322,2015,2,2015,TOYOTA,PRIUS,G,ZVW30-1931263,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","CRUISE CONTROL,BACK CAMERA",HYBRID(PETROL),1790,cc,190000,KM,,
6323,2015,3,2015,TOYOTA,PRIUS,S,ZVW30-1937014,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,206000,KM,,
6324,2015,9,2015,TOYOTA,PRIUS,S,ZVW30-5766825,DAA-ZVW30,AT,PURPLE(D),5,2WD,"PS,PW,AC,NV,FOG,ABS,AB","BACK CAMERA, HID, PUSH START,",HYBRID(PETROL),1790,cc,157000,KM,,
6325,2015,12,2015,TOYOTA,PRIUS,S,ZVW55-8001384,DAA-ZVW55,AT,PEARL,5,4WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1790,cc,100000,KM,,
6326,2016,1,2016,TOYOTA,PRIUS,S,ZVW50-6007365,DAA-ZVW50,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,ABS,AB",,HYBRID(PETROL),1790,cc,177000,KM,,
6327,2016,1,2016,TOYOTA,PRIUS,A,ZVW55-8004980,DAA-ZVW55,AT,PEARL,5,4WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,216000,KM,,
6328,2016,1,2015,TOYOTA,PRIUS,S,ZVW30-2004553,DAA-ZVW30,AT,WHITE,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1800,cc,226000,KM,,
6329,2016,1,2016,TOYOTA,PRIUS,S,ZVW50-6009540,DAA-ZVW50,AT,BLACK,5,2WD,"PS,PW,AC,NV,ABS,AB","LED HEADLIGHT, PUSH START",HYBRID(PETROL),1790,cc,91000,KM,,
6330,2016,2,2015,TOYOTA,PRIUS,,ZVW51-8000765,DAA-ZVW51,AT,BLACK,5,2WD,"PS,PW,AC,NV,LS,AW,ABS,AB",,HYBRID(PETROL),1800,cc,178000,KM,,
6331,2016,2,2016,TOYOTA,PRIUS,,ZVW51-6006840,DAA-ZVW51,AT,BLACK,5,2WD,"PS,PW,AC,NV,AB",,HYBRID(PETROL),1800,cc,155000,KM,,
6332,2016,2,2016,TOYOTA,PRIUS,,ZVW55-8007528,DAA-ZVW55,AT,BLACK,5,4WD,"PS,PW,AC,NV,ABS,AB",,HYBRID(PETROL),1800,cc,195000,KM,,
6333,2016,3,2015,TOYOTA,PRIUS,S,ZVW50-6003323,DAA-ZVW50,AT,PEARL,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1790,cc,234000,KM,,
6334,2016,3,2016,TOYOTA,PRIUS,A Touring Selection 4WD,ZVW55-8013299,DAA-ZVW55,AT,RED,4,4WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,166000,KM,,
6335,2016,3,2016,TOYOTA,PRIUS,S,ZVW55-8012454,DAA-ZVW55,AT,SILVER,5,4WD,"PS,PW,AC,NV,AW,ABS,AB",,HYBRID(PETROL),1790,cc,70000,KM,,
6336,2016,4,2016,TOYOTA,PRIUS,A TOURING SELECTION,ZVW51-8009145,DAA-ZVW51,AT,RED,5,2WD,"PS,PW,AC,NV,ABS,AB","SEAT HEATER, CRUISE CONTROL",HYBRID(PETROL),1800,cc,216000,KM,,
6337,2016,4,2016,TOYOTA,PRIUS,A TOURING SELECTION,ZVW51-8008363,DAA-ZVW51,AT,BLUE(D),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1800,cc,97000,KM,,
6338,2016,6,2016,TOYOTA,PRIUS,A TOURING SELECTION,ZVW51-6027432,DAA-ZVW51,AT,PEARL,5,2WD,"PS,PW,AC,NV,ABS,AB","BACK CAMERA, CRUISE CONTROL FRONT SEAT HEATER",HYBRID(PETROL),1790,cc,237000,KM,,
6339,2016,6,2016,TOYOTA,PRIUS,A,ZVW51-6022745,DAA-ZVW51,AT,PEARL,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1800,cc,145000,KM,,
6340,2016,7,2016,TOYOTA,PRIUS,S,ZVW50-8022741,DAA-ZVW50,AT,GRAY,5,2WD,"PS,PW,AC,NV,AW,ABS,AB","LED HEAD LIGHT,CRUISE CONTROL,BACK CAMERA",HYBRID(PETROL),1800,cc,166000,KM,,
6341,2016,8,2016,TOYOTA,PRIUS,A,ZVW51-6038606,DAA-ZVW51,AT,WHITE,5,2WD,"PS,PW,AC,NV,AW,ABS,AB",,HYBRID(PETROL),1790,cc,135000,KM,,
6342,2016,9,2016,TOYOTA,PRIUS,A,ZVW55-8036326,DAA-ZVW55,AT,PEARL,5,4WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1800,cc,202000,KM,,
6343,2016,9,2016,TOYOTA,PRIUS,S,ZVW50-8030300,DAA-ZVW50,AT,PEARL,5,2WD,"PS,PW,AC,NV,ABS,AB","BACK CAMERA, PUSH START",HYBRID(PETROL),1790,cc,165000,KM,,
6344,2016,9,2016,TOYOTA,PRIUS,S TOURING SELECTION,ZVW50-8036993,DAA-ZVW50,AT,RED,5,2WD,"PS,PW,AC,NV,ABS,AB","BACK CAMERA, PUSH START",HYBRID(PETROL),1790,cc,164000,KM,,
6345,2016,9,2016,TOYOTA,PRIUS,S,ZVW55-8033947,DAA-ZVW55,AT,BLACK,5,4WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,94000,KM,,
6346,2016,10,2016,TOYOTA,PRIUS,S SAFETY PLUS,ZVW50-8039551,DAA-ZVW50,AT,SILVER,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,240000,KM,,
6347,2016,11,2016,TOYOTA,PRIUS,A Premium Touring,ZVW51-8029738,DAA-ZVW51,AT,PEARL,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1800,cc,141000,KM,,
6348,2016,12,2016,TOYOTA,PRIUS,,ZVW51-8030463,DAA-ZVW51,AT,BLUE(D),5,2WD,"PS,PW,AC,NV,LS,ABS,AB",,HYBRID(PETROL),1790,cc,129000,KM,,
6349,2017,1,2016,TOYOTA,PRIUS,S,ZVW50-8048908,DAA-ZVW50,AT,PEARL,5,2WD,"PS,PW,AC,NV,ABS,AB",,HYBRID(PETROL),1790,cc,187000,KM,,
6350,2017,1,2016,TOYOTA,PRIUS,,ZVW50-6064930,DAA-ZVW50,AT,PEARL,5,2WD,"PS,PW,AC,NV,ABS,AB",,HYBRID(PETROL),1790,cc,216000,KM,,
6351,2017,3,2017,TOYOTA,PRIUS,,ZVW50-6073547,DAA-ZVW50,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,ABS,AB",,HYBRID(PETROL),1790,cc,89000,KM,,
6352,2017,7,2017,TOYOTA,PRIUS,A Premium,ZVW51-6055959,DAA-ZVW51,AT,GRAY,5,2WD,"PS,PW,AC,NV,LS,ABS,AB",,HYBRID(PETROL),1790,cc,208000,KM,,
6353,2017,9,2017,TOYOTA,PRIUS,A,ZVW51-8041319,DAA-ZVW51,AT,BEIGE,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1790,cc,57000,KM,,
6354,2017,12,2017,TOYOTA,PRIUS,,ZVW50-6113079,DAA-ZVW50,AT,BLACK,5,2WD,"PS,PW,AC,NV,ABS,AB",,HYBRID(PETROL),1800,cc,147000,KM,,
6355,2017,12,2017,TOYOTA,PRIUS,E,ZVW51-8042242,DAA-ZVW51,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,ABS,AB",,HYBRID(PETROL),1800,cc,243000,KM,,
6356,2018,1,2017,TOYOTA,PRIUS,S,ZVW50-6112575,DAA-ZVW50,AT,WHITE,5,2WD,"PS,PW,AC,NV,AW,ABS,AB","LED LIGHT,BACK CAMERA,PUSH START",HYBRID(PETROL),1800,cc,195000,KM,,
6357,2018,1,2017,TOYOTA,PRIUS,S,ZVW50-6100288,DAA-ZVW50,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,ABS,AB",,HYBRID(PETROL),1790,cc,265000,KM,,
6358,2018,1,2017,TOYOTA,PRIUS,,ZVW51-8042543,DAA-ZVW51,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB",,HYBRID(PETROL),1800,cc,216000,KM,,
6359,2018,2,2018,TOYOTA,PRIUS,S,ZVW50-6117500,DAA-ZVW50,AT,WHITE,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,309000,KM,,
6360,2018,2,2018,TOYOTA,PRIUS,S SAFETY PLUS,ZVW50-8077776,DAA-ZVW50,AT,PEARL,5,2WD,"PS,PW,AC,AW,ABS,AB",CRUISE CONTROL,HYBRID(PETROL),1800,cc,220000,KM,,
6361,2018,10,2018,TOYOTA,PRIUS,A Touring Selection 4WD,ZVW55-8067090,DAA-ZVW55,AT,BLACK,5,4WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,171000,KM,,
6362,2018,12,2018,TOYOTA,PRIUS,E,ZVW51-8044978,DAA-ZVW51,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,ABS,AB",,HYBRID(PETROL),1790,cc,201000,KM,,
6363,2019,7,2019,TOYOTA,PRIUS,S,ZVW51-6107716,DAA-ZVW51,AT,WHITE,5,2WD,"PS,PW,AC,NV,AW,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,203000,KM,,
